chr	pos	pvalue	maf	conseq
1	238361627	.0027395	.825	0
1	238365699	.0037948	.821	0
1	238381034	.0042023	.868	0
1	238382360	.0042216	.867	0
1	238383296	.0052124	.544	0
1	238388463	.0041519	.621	0
1	238472344	.0097385	.881	0
1	238472831	.0091847	.884	0
1	238472908	.0031744	.979	0
1	238474899	.0083163	.885	0
1	238477085	.00536	.731	0
1	238489929	.0049254	.890	0
1	238491045	.008606	.886	0
1	238584526	.000942	.554	0
1	238584536	.0025103	.026	0
1	238681716	.0089559	.928	0
1	238683549	.0069107	.921	0
1	238685142	.0071602	.921	0
1	238785309	.0082712	.964	0
1	239381937	.0058873	.973	0
1	239773906	.0076284	.955	0
1	240206623	.0087926	.573	0
1	240207793	.0085121	.573	0
1	240582178	.0008388	.803	0
1	240586798	.0004254	.591	0
1	240597251	.0061508	.809	0
1	240615478	.0094462	.917	0
1	241343021	.0010105	.966	0
1	241458939	.0048885	.607	0
1	241574717	.002302	.983	0
1	241873112	.0045537	.873	0
1	241876643	.0014742	.914	0
1	241876686	.0059757	.871	0
1	241881362	.0045224	.867	0
1	241885359	.0048787	.872	0
1	241886046	.0056193	.872	0
1	241889314	.0062972	.872	0
1	241889896	.0077533	.874	0
1	241891963	.0013956	.983	0
1	242011344	.009408	.563	0
1	242011534	.0086814	.576	0
1	242012033	.0074982	.566	0
1	242015820	.0061656	.578	0
1	242017009	.0050521	.563	0
1	242017731	.0056546	.563	0
1	242017826	.0055118	.563	0
1	242018427	.0057874	.562	0
1	242019831	.0083362	.575	0
1	242019919	.0066131	.561	0
1	242020495	.0085749	.575	0
1	242024245	.0094148	.577	0
1	242024500	.0094973	.560	0
1	242025098	.0089394	.560	0
1	242025530	.0092911	.560	0
1	242026172	.0090127	.560	0
1	242026344	.008128	.560	0
1	242028027	.0089147	.555	0
1	242028358	.0087818	.551	0
1	242028804	.0097701	.520	0
1	242427688	.005943	.034	0
1	242663760	.0007788	.984	0
1	242678409	.0042103	.976	0
1	242678523	.0061532	.972	0
1	242681394	.0043053	.976	0
1	242681599	.0045493	.977	0
1	242684502	.0037656	.976	0
1	242689719	.0043559	.023	0
1	242691263	.0034548	.978	0
1	242692002	.0083794	.025	0
1	242693253	.0076353	.022	0
1	242695579	.0086553	.023	0
1	242699614	.0062468	.961	0
1	243460555	.0062218	.865	0
1	243462153	.0061024	.865	0
1	243462523	.0075754	.807	0
1	243467611	.0069862	.865	0
1	243469946	.0070039	.865	0
1	243483754	.0062417	.864	0
1	243494739	.0049375	.796	0
1	243495986	.003651	.790	0
1	243496034	.0050342	.788	0
1	243897115	.0080883	.027	0
1	243936725	.0051662	.026	0
1	244245879	.0077331	.485	0
1	244250317	.0047291	.489	0
1	244251650	.0064008	.487	0
1	244254617	.0052617	.485	0
1	244359495	.0033627	.809	0
1	244359621	.0076594	.820	0
1	244360130	.0046793	.842	0
1	244362410	.0052368	.852	0
1	244363066	.0022239	.831	0
1	244363124	.002481	.859	0
1	244363956	.0003737	.844	0
1	244365010	.0014834	.832	0
1	244365383	.0011935	.831	0
1	244366334	.0011475	.831	0
1	244371574	.0009342	.827	0
1	244373559	.0020936	.868	0
1	244375580	.0068757	.879	0
1	244379432	.0017422	.853	0
1	244384703	.0089652	.716	0
1	244511972	.0021559	.158	0
1	244511978	.0065381	.139	0
1	244511980	.0023054	.150	0
1	244933848	.008528	.936	0
1	245124619	.0021302	.154	0
1	245124624	.0095444	.230	0
1	245286218	.002918	.953	0
1	245290190	.0035866	.956	0
1	245295275	.0026618	.954	0
1	245295577	.002723	.954	0
1	245304764	.0039811	.769	0
1	245305530	.0042595	.785	0
1	245306896	.0083078	.808	0
1	245307406	.0060896	.927	0
1	245307751	.0037986	.787	0
1	245322070	.0078316	.047	0
1	246208918	.0096141	.711	0
1	246488523	.0076198	.172	0
1	246716385	.0087002	.986	0
1	246716395	.0086269	.986	0
1	246757583	.0091874	.986	0
1	246759293	.0091422	.986	0
1	246759643	.0098984	.987	0
1	246762982	.0088102	.986	0
1	246767044	.0057526	.986	0
1	246767540	.0087414	.986	0
1	246768140	.0087249	.986	0
1	246773451	.0092077	.987	0
1	246774627	.0085732	.986	0
1	246775986	.0092036	.987	0
1	246776768	.0085941	.986	0
1	246778772	.0084334	.986	0
1	246782112	.0024511	.986	0
1	246784267	.0029339	.986	0
1	246789147	.0047895	.986	0
1	246789318	.0032097	.986	0
1	246789827	.0033132	.985	0
1	246790144	.0032674	.986	0
1	246790248	.0032662	.986	0
1	246791416	.0054263	.986	0
1	246792813	.0035726	.986	0
1	246793181	.0023882	.984	0
1	246793559	.0050937	.986	0
1	246795883	.0052204	.986	0
1	246795893	.0052162	.986	0
1	246796607	.0052223	.986	0
1	246796905	.00524	.986	0
1	246797101	.00525	.986	0
1	246797425	.0052497	.986	0
1	246798948	.0057154	.986	0
1	246799109	.0057154	.986	0
1	246800605	.0059591	.986	0
1	246801658	.0060191	.986	0
1	246801793	.0060751	.986	0
1	246804590	.0044344	.986	0
1	246805265	.0065173	.986	0
1	246812549	.0098643	.986	0
1	246814982	.007134	.986	0
1	246816343	.0082905	.983	0
1	246912965	.0090836	.528	0
1	246914408	.0096891	.533	0
1	247140028	.0090829	.866	0
1	247542399	.0063078	.780	0
1	247543526	.0012458	.719	0
1	247543557	.0013025	.718	0
1	247543688	.0012105	.719	0
1	247543698	.0013567	.718	0
1	247543818	.0011372	.719	0
1	247544185	.0011013	.707	0
1	247544551	.0013325	.720	0
1	247544767	.0013812	.719	0
1	247544800	.0013179	.719	0
1	247545013	.0021578	.716	0
1	247545294	.0067774	.690	0
1	247545374	.0022988	.675	0
1	247546086	.0059536	.778	0
1	247546124	.0059065	.778	0
1	247546333	.0010294	.719	0
1	247546345	.0060785	.563	0
1	247546695	.0012717	.722	0
1	247547281	.0062192	.775	0
1	247547302	.0017477	.678	0
1	247547304	.0018632	.679	0
1	247547312	.0017265	.679	0
1	247547458	.0012652	.720	0
1	247547610	.0064393	.778	0
1	247549115	.0046978	.654	0
1	247549220	.0095244	.911	0
1	247549648	.0012061	.623	0
1	247550820	.002925	.777	0
1	247551714	.0018425	.436	0
1	247551719	.0009753	.440	0
1	247552084	.0004684	.723	0
1	247552549	.0013999	.666	0
1	247552822	.0011302	.665	0
1	247556117	.0099532	.763	0
1	247558635	.0003264	.628	0
1	247558787	.0006968	.615	0
1	247559156	.0003492	.629	0
1	247559367	.0003556	.628	0
1	247559471	.0090826	.906	0
1	247560217	.0088868	.840	0
1	247560522	.0012499	.394	0
1	247562469	.0018166	.775	0
1	247563681	.0001833	.637	0
1	247565953	.0012401	.656	0
1	247566875	.0012812	.656	0
1	247568158	.0009315	.656	0
1	247569321	.0014273	.657	0
1	247569423	.0011661	.652	0
1	247570221	.0006044	.655	0
1	247632915	.0093866	.983	0
1	247685532	.0050472	.523	0
1	247783489	.0070815	.939	0
1	247801121	.0099146	.881	0
1	247868074	.0006684	.979	0
1	247925513	.003403	.963	0
1	247939438	.0065101	.051	0
1	248006269	.0026662	.852	0
1	248006989	.0054013	.701	0
1	248007037	.0017783	.788	0
1	248007382	.0036951	.705	0
1	248007428	.0036578	.705	0
1	248007768	.0051871	.701	0
1	248008983	.0003565	.825	0
1	248009970	.0011318	.861	0
1	248010606	.0001561	.830	0
1	248010697	.0002279	.819	0
1	248010899	.0002255	.817	0
1	248010949	.0002285	.819	0
1	248011866	.0047474	.712	0
1	248012098	.0030841	.711	0
1	248012296	.0033928	.710	0
1	248012311	.0032554	.710	0
1	248012759	.0030999	.702	0
1	248012980	.0046168	.710	0
1	248013181	.0042159	.707	0
1	248013430	.0024411	.709	0
1	248013444	.0038872	.710	0
1	248013855	.004008	.710	0
1	248014595	.0040584	.710	0
1	248014879	.0042138	.710	0
1	248015177	.0044643	.710	0
1	248015246	.0021287	.854	0
1	248015313	.0029213	.706	0
1	248015829	.0040824	.710	0
1	248015881	.0041014	.710	0
1	248016100	.0024186	.857	0
1	248016750	.0036313	.710	0
1	248016772	.0040432	.710	0
1	248017236	.0024298	.797	0
1	248018017	.0019021	.852	0
1	248018426	.0006463	.848	0
1	248020448	.0012312	.726	0
1	248020556	.0014939	.727	0
1	248021226	.0029958	.882	0
1	248021747	.005376	.624	0
1	248021761	.000558	.839	0
1	248021765	.0005584	.839	0
1	248022156	.0002139	.757	0
1	248022712	.000115	.722	0
1	248022781	.0001718	.724	0
1	248022790	.0001711	.724	0
1	248022833	.0006341	.842	0
1	248022907	.0001784	.724	0
1	248022911	.0002547	.792	0
1	248023069	.000174	.722	0
1	248023275	.0065399	.966	0
1	248023684	.0002162	.719	0
1	248023966	.000261	.722	0
1	248024073	.000262	.721	0
1	248025191	.0007833	.841	0
1	248026026	.0083187	.487	0
1	248026788	.0020421	.818	0
1	248027152	.0008445	.699	0
1	248027532	.0020385	.575	0
1	248027609	.0007883	.697	0
1	248028968	.0010066	.624	0
1	248029346	.0098002	.424	0
1	248029483	.0003074	.638	0
1	248029642	.0006317	.635	0
1	248029655	.0097724	.946	0
1	248030280	.0012872	.624	0
1	248030411	.0011018	.622	0
1	248030899	.000946	.629	0
1	248031766	.003267	.607	0
1	248032102	.0035041	.818	0
1	248032168	.0018419	.622	0
1	248032212	.0033275	.783	0
1	248032263	.0018238	.618	0
1	248032618	.0019505	.627	0
1	248033167	.0014014	.626	0
1	248033282	.0013656	.626	0
1	248034939	.0031104	.816	0
1	248035466	.0009761	.625	0
1	248035714	.0028272	.821	0
1	248036331	.0014828	.827	0
1	248036352	.0009185	.625	0
1	248036554	.0005945	.625	0
1	248037646	.0006283	.636	0
1	248037990	.0016734	.678	0
1	248038197	.0014959	.679	0
1	248038325	.0004478	.683	0
1	248038780	.0004983	.808	0
1	248039713	.0011021	.597	0
1	248040018	.0010279	.722	0
1	248041182	.0010052	.606	0
1	248041417	.0009807	.835	0
1	248041599	.0009351	.720	0
1	248041795	.0039055	.521	0
1	248042937	.0009785	.834	0
1	248043238	.0010617	.834	0
1	248043646	.0042976	.824	0
1	248043942	.0043991	.824	0
1	248044098	.0046586	.534	0
1	248044682	.0046728	.824	0
1	248045459	.0006537	.832	0
1	248046272	.0067554	.522	0
1	248047365	.0008801	.690	0
1	248047371	.0001053	.710	0
1	248050201	.00121	.539	0
1	248060541	.0036364	.788	0
1	248060780	.0054797	.817	0
1	248060894	.003243	.785	0
1	248062061	.0049084	.821	0
1	248062123	.0018503	.626	0
1	248062547	.0047218	.820	0
1	248064856	.0048066	.819	0
1	248065723	.0044899	.917	0
1	248065842	.00831	.613	0
1	248065969	.0070518	.611	0
1	248068751	.0061273	.816	0
1	248069937	.0084578	.769	0
1	248070369	.0056517	.828	0
1	248072867	.0047534	.822	0
1	248073472	.0061495	.822	0
1	248075420	.0083279	.732	0
1	248084471	.0039918	.869	0
1	248084473	.0075347	.876	0
2	224970	.0072653	.658	0
2	225951	.0089234	.657	0
2	230442	.0068998	.654	0
2	240054	.0067417	.658	0
2	248037	.0068005	.652	0
2	266907	.0098259	.656	0
2	272840	.0099669	.656	0
2	272926	.0094169	.656	0
2	600575	.003183	.785	0
2	601905	.0042254	.785	0
2	609177	.0024064	.701	0
2	610603	.0038973	.799	0
2	614168	.0040918	.792	0
2	614210	.0025673	.798	0
2	615140	.0025879	.798	0
2	615627	.004202	.792	0
2	621185	.0034028	.797	0
2	621461	.002466	.799	0
2	621558	.001669	.797	0
2	621910	.0024859	.799	0
2	621954	.0024428	.799	0
2	622161	.0025883	.799	0
2	622225	.0025684	.799	0
2	622388	.0025964	.799	0
2	622531	.0028829	.799	0
2	622723	.0025657	.799	0
2	622827	.0027536	.799	0
2	622857	.0028175	.798	0
2	623212	.0025831	.798	0
2	623216	.00248	.798	0
2	623224	.0025153	.798	0
2	623691	.0030199	.799	0
2	623740	.0029895	.799	0
2	623798	.0029947	.799	0
2	623935	.0032953	.799	0
2	623976	.0032451	.799	0
2	624034	.0030441	.799	0
2	624084	.0029653	.799	0
2	624205	.0046956	.798	0
2	624210	.0028328	.799	0
2	624524	.0029273	.799	0
2	624581	.0027653	.799	0
2	624678	.0028592	.799	0
2	625029	.0028532	.799	0
2	625057	.0028708	.799	0
2	625347	.003079	.800	0
2	626256	.0066792	.979	0
2	628504	.0054159	.795	0
2	628524	.0054835	.795	0
2	628749	.0065821	.793	0
2	629244	.0052821	.797	0
2	629510	.0028296	.801	0
2	629601	.0027276	.801	0
2	629694	.0025149	.802	0
2	629817	.0025535	.754	0
2	629818	.0034261	.755	0
2	629831	.0020589	.801	0
2	629881	.002378	.802	0
2	629914	.0022623	.802	0
2	629959	.002343	.802	0
2	630024	.0024874	.802	0
2	630034	.0023898	.802	0
2	630070	.0061732	.789	0
2	630075	.0010774	.798	0
2	630113	.0024578	.802	0
2	630224	.0023742	.801	0
2	630323	.0025708	.802	0
2	630339	.0036047	.800	0
2	630436	.002653	.803	0
2	630509	.0024172	.801	0
2	630569	.0026261	.802	0
2	630662	.00275	.803	0
2	630902	.0097247	.753	0
2	630903	.0040383	.756	0
2	630995	.0020215	.798	0
2	631096	.0020377	.799	0
2	631099	.0020745	.799	0
2	631183	.0027229	.802	0
2	631255	.0032069	.803	0
2	631335	.0032457	.803	0
2	631462	.0033173	.803	0
2	631528	.0032424	.803	0
2	631603	.0033312	.803	0
2	631606	.0033355	.803	0
2	631759	.0033897	.803	0
2	632028	.0025654	.803	0
2	632101	.0034359	.803	0
2	632146	.0034079	.802	0
2	632300	.0028631	.803	0
2	632348	.0029277	.803	0
2	632379	.0029124	.803	0
2	632529	.002945	.800	0
2	632536	.0029496	.801	0
2	632550	.0031025	.800	0
2	632609	.0036031	.801	0
2	632723	.0041505	.804	0
2	632760	.0033816	.803	0
2	632808	.0032908	.802	0
2	632904	.0038067	.801	0
2	632922	.0017695	.798	0
2	632925	.0038067	.801	0
2	633659	.0050054	.761	0
2	633661	.0046836	.763	0
2	634476	.0014255	.781	0
2	634905	.0030809	.803	0
2	635154	.0034163	.803	0
2	635200	.0033989	.803	0
2	635721	.0035568	.803	0
2	635857	.0034486	.803	0
2	635864	.0031774	.802	0
2	635866	.003555	.803	0
2	636017	.0034665	.803	0
2	636790	.0005922	.835	0
2	636819	.0006357	.835	0
2	636929	.0052856	.800	0
2	637498	.0038121	.804	0
2	637508	.0038092	.804	0
2	637597	.0053585	.802	0
2	637830	.0044489	.805	0
2	638107	.0044493	.805	0
2	638144	.0060401	.803	0
2	638190	.0051285	.805	0
2	638560	.0042847	.805	0
2	638566	.0046564	.805	0
2	638918	.0046367	.805	0
2	639055	.0082673	.803	0
2	639060	.0043049	.795	0
2	639061	.0043016	.795	0
2	639900	.0065338	.803	0
2	640701	.0064672	.803	0
2	641082	.0063529	.803	0
2	641159	.0062818	.803	0
2	641718	.0062665	.803	0
2	641863	.0062741	.803	0
2	642253	.0062588	.803	0
2	642467	.0043195	.805	0
2	642499	.006216	.803	0
2	642846	.0063126	.803	0
2	643303	.0063577	.804	0
2	643315	.0053561	.804	0
2	643320	.0053406	.800	0
2	643428	.0075161	.804	0
2	643469	.0074356	.804	0
2	644953	.0097204	.802	0
2	645082	.0063685	.803	0
2	645122	.0063654	.803	0
2	645203	.0067309	.803	0
2	645372	.0062972	.803	0
2	645646	.0062988	.803	0
2	646061	.0063018	.803	0
2	646081	.0062987	.803	0
2	646110	.0063002	.803	0
2	646145	.0065032	.803	0
2	646345	.0062327	.803	0
2	646364	.0055927	.803	0
2	646674	.0061191	.802	0
2	646767	.0059194	.802	0
2	646803	.0042171	.803	0
2	646839	.0048036	.799	0
2	647577	.0073472	.797	0
2	647580	.0073454	.797	0
2	647760	.0074584	.797	0
2	647861	.0075107	.797	0
2	648198	.009944	.796	0
2	648758	.0085985	.801	0
2	648810	.0012293	.833	0
2	649347	.0011929	.833	0
2	649638	.0009328	.831	0
2	649867	.0016657	.832	0
2	650012	.0012789	.833	0
2	650143	.0012044	.833	0
2	650479	.001235	.833	0
2	650519	.0012298	.833	0
2	650560	.0012347	.833	0
2	650647	.0009674	.833	0
2	650828	.0013195	.833	0
2	650973	.0039017	.854	0
2	650974	.0038546	.854	0
2	650980	.0009249	.836	0
2	651030	.0011007	.833	0
2	651105	.0012092	.833	0
2	651286	.0011141	.833	0
2	651290	.0011562	.833	0
2	651349	.0009381	.834	0
2	651365	.0013913	.835	0
2	651380	.0009626	.836	0
2	651382	.000944	.835	0
2	651407	.0006539	.834	0
2	651430	.0008483	.834	0
2	651482	.0030219	.843	0
2	651483	.0029571	.843	0
2	651507	.0010767	.832	0
2	652247	.0012226	.831	0
2	652272	.0008728	.834	0
2	652542	.001023	.831	0
2	652565	.0011191	.831	0
2	652607	.001131	.831	0
2	653093	.0011512	.831	0
2	653195	.0006425	.832	0
2	653245	.0009873	.831	0
2	653250	.0010321	.831	0
2	653354	.0008046	.832	0
2	653575	.0007454	.833	0
2	653581	.00094	.832	0
2	653623	.0007442	.697	0
2	653874	.0010634	.835	0
2	666466	.0045016	.949	0
2	677591	.0027977	.949	0
2	678969	.0031621	.542	0
2	684057	.0059371	.879	0
2	692784	.0079683	.569	0
2	709119	.0053317	.775	0
2	714127	.0066349	.799	0
2	859823	.007435	.868	0
2	906764	.0087977	.793	0
2	909834	.0081677	.649	0
2	910205	.0093922	.787	0
2	932923	.0093221	.592	0
2	958117	.0098297	.398	0
2	958130	.0076438	.409	0
2	958131	.0072545	.409	0
2	1399843	.0071377	.990	0
2	1401665	.0077833	.990	0
2	1451862	.0083017	.498	0
2	1453114	.0099399	.562	0
2	1453185	.0098283	.562	0
2	1453528	.0084584	.561	0
2	1455003	.0088351	.562	0
2	1455465	.0095825	.551	0
2	1458001	.0099782	.549	0
2	1460280	.0092402	.550	0
2	1461494	.0086526	.553	0
2	1464261	.00474	.565	0
2	1464644	.0087995	.549	0
2	1464965	.0039855	.611	0
2	1465755	.0070893	.524	0
2	1468577	.0056419	.544	0
2	1468875	.0055194	.544	0
2	1471997	.005584	.544	0
2	1473758	.0057459	.544	0
2	1476991	.0051983	.544	0
2	1478332	.0099954	.504	0
2	1479442	.0033009	.559	0
2	1479566	.0046229	.551	0
2	1479570	.0070058	.497	0
2	1479858	.0030797	.512	0
2	1480676	.0014721	.541	0
2	1481155	.0020215	.540	0
2	1481492	.001395	.543	0
2	1482809	.003886	.508	0
2	1486742	.0005987	.492	0
2	1487385	.0007797	.488	0
2	1487687	.0007894	.488	0
2	1488668	.0007642	.494	0
2	1490192	.0090398	.688	0
2	1491174	.0077208	.586	0
2	1491381	.0005081	.462	0
2	1491497	.0004672	.466	0
2	1492069	.0004338	.465	0
2	1493224	.0093532	.590	0
2	1493604	.0005556	.463	0
2	1494283	.000668	.588	0
2	1495090	.0006678	.463	0
2	1495800	.0005048	.461	0
2	1497128	.0004037	.461	0
2	1497338	.0049662	.761	0
2	1497442	.0004403	.462	0
2	1497803	.0097914	.632	0
2	1498135	.0003114	.462	0
2	1498151	.0004301	.542	0
2	1499167	.0076599	.631	0
2	1499194	.0002427	.459	0
2	1499728	.0076546	.693	0
2	1499899	.0068241	.589	0
2	1499927	.0051003	.583	0
2	1500665	.0003585	.542	0
2	1502424	.0065244	.693	0
2	1502577	.0047904	.580	0
2	1502663	.0002484	.470	0
2	1502757	.0056999	.693	0
2	1504692	.0004441	.646	0
2	1505077	.0038417	.650	0
2	1506142	.0039185	.650	0
2	1506197	.0050696	.694	0
2	1506914	.000176	.462	0
2	1506928	.0002141	.461	0
2	1508229	.0060904	.653	0
2	1508685	.0006448	.554	0
2	1510014	.0059799	.718	0
2	1510020	.0018781	.712	0
2	1514107	.0032598	.693	0
2	1517031	.0005175	.593	0
2	1517165	.0005026	.592	0
2	1517462	.0018619	.693	0
2	1518439	.0016804	.691	0
2	1518669	.0015818	.691	0
2	1519064	.0015049	.691	0
2	1521719	.0012127	.688	0
2	1523751	.008754	.644	0
2	1530333	.0030666	.413	0
2	1530825	.0062815	.351	0
2	1532185	.000781	.238	0
2	1534801	.001797	.404	0
2	1538854	.0049881	.527	0
2	1538869	.0048486	.531	0
2	1544617	.0087838	.631	0
2	1545110	.0017297	.607	0
2	1615475	.0018856	.795	0
2	2286010	.0093048	.014	0
2	2288632	.0077658	.830	0
2	3649323	.007227	.905	0
2	3653002	.0097595	.136	0
2	3723026	.0097788	.636	0
2	3810609	.003393	.984	0
2	3912856	.0043321	.032	0
2	4322654	.0099154	.617	0
2	4659071	.0066351	.562	0
2	5003941	.0045678	.013	0
2	5176708	.0020621	.986	0
2	5186246	.0018665	.988	0
2	5193910	.0034944	.983	0
2	5979491	.0089494	.635	0
2	6045358	.0009797	.837	0
2	6094815	.0097201	.921	0
2	6094952	.009568	.921	0
2	6095142	.0085464	.921	0
2	6095160	.0049	.927	0
2	6095619	.007445	.922	0
2	6097655	.0084551	.921	0
2	6099035	.0043693	.923	0
2	6099174	.0035466	.924	0
2	6099917	.0039126	.924	0
2	6101446	.0063474	.921	0
2	6104525	.0032703	.924	0
2	6104754	.0032274	.923	0
2	6105750	.0035852	.926	0
2	6107464	.0039863	.927	0
2	6109585	.0026094	.924	0
2	6111604	.0034295	.924	0
2	6111837	.0029749	.925	0
2	6112516	.0036013	.925	1
2	6114610	.0035722	.925	0
2	6123492	.0003239	.507	0
2	6124927	.0023929	.572	0
2	6125021	.0029178	.571	0
2	6132444	.0071097	.007	0
2	6133915	.0055923	.581	0
2	6136219	.008087	.586	0
2	6138118	.0080467	.584	0
2	6140095	.008406	.582	0
2	6140649	.0063783	.007	0
2	6141054	.0055108	.574	0
2	6142257	.0023617	.581	0
2	6144104	.0083849	.530	0
2	6157186	.0093807	.468	0
2	6531163	.0034953	.986	0
2	6921653	.0003334	.034	0
2	7501154	.0057457	.963	0
2	7528304	.0034781	.688	0
2	7691606	.0060456	.986	0
2	7691838	.0060412	.986	0
2	7771021	.0008692	.967	0
2	7797021	.0006659	.971	0
2	7800453	.0006546	.971	0
2	7802776	.0068039	.712	0
2	7809505	.0010251	.675	0
2	7877131	.0046514	.750	0
2	7921237	.0085155	.821	0
2	7921970	.0093802	.820	0
2	7922116	.0086178	.820	0
2	7924904	.0073856	.821	0
2	7926343	.0074091	.821	0
2	7926595	.0077661	.821	0
2	7932058	.0079503	.821	0
2	7936412	.0075303	.821	0
2	7937683	.0076987	.820	0
2	7942491	.0068561	.820	0
2	7944483	.0095779	.822	0
2	7944529	.0095814	.822	0
2	7950961	.008583	.825	0
2	8097884	.0097537	.029	0
2	8100132	.0033827	.895	0
2	8109499	.0024492	.977	0
2	8164230	.0069228	.031	0
2	8165943	.0053953	.030	0
2	8166518	.005224	.031	0
2	8166541	.0026818	.031	0
2	8167387	.0028779	.031	0
2	8168074	.0036586	.030	0
2	8168088	.0062918	.033	0
2	8168478	.0091524	.084	0
2	8168721	.0060235	.020	0
2	8171695	.0045929	.029	0
2	8451479	.0050123	.480	0
2	8524541	.0078868	.827	0
2	8525932	.0035003	.974	0
2	8750673	.0065573	.636	0
2	8751463	.0073511	.636	0
2	8752238	.0081494	.635	0
2	8752746	.0089798	.636	0
2	8764728	.0089135	.430	0
2	8764874	.0082981	.500	0
2	8786619	.0095662	.967	0
2	8787438	.001364	.956	0
2	8787831	.0007057	.955	0
2	8788135	.0004005	.954	0
2	8788661	.0006886	.955	0
2	8788860	.0006924	.955	0
2	8788940	.0006476	.955	0
2	8789046	.0005349	.954	0
2	8789222	.0006208	.954	0
2	8789390	.0005849	.954	0
2	8789519	.0005557	.954	0
2	8789783	.0012796	.956	0
2	8789847	.0004035	.955	0
2	8789852	.0009953	.953	0
2	8789883	.0047749	.963	0
2	8789950	.0035333	.962	0
2	8790220	.0011924	.956	0
2	8790964	.007108	.961	0
2	8795553	.009292	.968	0
2	8796254	.0087621	.968	0
2	8796328	.0087202	.968	0
2	8800729	.0054892	.911	0
2	8800781	.0053575	.885	0
2	8800807	.0035159	.909	0
2	8800931	.0042086	.897	0
2	8800996	.0086098	.897	0
2	8801399	.0035201	.908	0
2	8801787	.0034718	.901	0
2	8802560	.0039305	.901	0
2	8803808	.0051958	.905	0
2	8803831	.0042604	.978	0
2	8804292	.0045888	.901	0
2	8804377	.0072589	.922	0
2	8804829	.0061545	.906	0
2	8805176	.0095193	.841	0
2	8805847	.0049083	.972	0
2	8806143	.0057681	.919	0
2	8807250	.0063526	.906	0
2	8807756	.0060144	.906	0
2	8807989	.0028524	.901	0
2	8808236	.0075247	.968	0
2	8808300	.0038987	.903	0
2	8809061	.0040924	.903	0
2	8810012	.0035135	.902	0
2	8810425	.0044661	.903	0
2	8811288	.0056198	.919	0
2	8812201	.0053257	.969	0
2	8812670	.0050128	.918	0
2	8813308	.004561	.903	0
2	8814245	.0052638	.918	0
2	8814574	.0052005	.918	0
2	8814686	.0055823	.918	0
2	8814891	.0048778	.917	0
2	8814897	.0054028	.918	0
2	8815736	.0045085	.918	0
2	8817803	.0085785	.897	0
2	9029602	.0048266	.554	0
2	9154942	.0037321	.530	0
2	9165288	.0063703	.582	0
2	9179257	.0090981	.582	0
2	9353255	.0023167	.794	0
2	9354264	.0018099	.782	0
2	9355743	.0020709	.779	0
2	9356070	.0031207	.787	0
2	9357533	.002796	.779	0
2	9357868	.0019151	.772	0
2	9362049	.0094769	.829	0
2	9365123	.0022403	.775	0
2	9365883	.0020253	.782	0
2	9367456	.0023173	.781	0
2	9368220	.0019438	.774	0
2	9368748	.0019507	.782	0
2	9369780	.0011945	.779	0
2	9371709	.0001227	.958	0
2	9375164	.0019196	.778	0
2	9376062	.0040308	.790	0
2	9376835	.0023642	.781	0
2	9379868	.0036745	.764	0
2	9381227	.0013912	.779	0
2	9382343	.0020021	.776	0
2	9382782	.0014814	.782	0
2	9383802	.0013793	.781	0
2	9384376	.0013723	.770	0
2	9385968	.0011608	.780	0
2	9386710	.0019737	.788	0
2	9390392	.0023325	.774	0
2	9391628	.004048	.754	0
2	9391691	.0011726	.781	0
2	9391980	.0044131	.754	0
2	9392194	.0008906	.778	0
2	9393030	.001206	.783	0
2	9394574	.0012823	.781	0
2	9398240	.0008294	.768	0
2	9398362	.0008183	.766	0
2	9399766	.0026759	.755	0
2	9401262	.0010022	.778	0
2	9401771	.0010628	.769	0
2	9402988	.0012039	.730	0
2	9403822	.0019564	.730	0
2	9404481	.0016618	.786	0
2	9406008	.0007376	.749	0
2	9407346	.0011666	.777	0
2	9407772	.001179	.777	0
2	9409017	.0008167	.778	0
2	9409242	.0006845	.779	0
2	9409543	.0007537	.780	0
2	9410957	.001219	.553	0
2	9411076	.0022466	.691	0
2	9411219	.0004616	.639	0
2	9411441	.001587	.774	0
2	9411732	.0010398	.767	0
2	9411759	.0006473	.791	0
2	9414748	.0015811	.661	0
2	9415072	.0015818	.661	0
2	9416090	.0006818	.641	0
2	9416102	.0008012	.641	0
2	9418274	.0009122	.722	0
2	9419415	.000344	.604	0
2	9420132	.0034408	.724	0
2	9420428	.0060933	.630	0
2	9422019	.005219	.767	0
2	9422788	.0076901	.646	0
2	9423143	.0056953	.769	0
2	9423678	.0004415	.791	0
2	9423931	.0067392	.768	0
2	9424042	.0038178	.725	0
2	9426106	.00484	.768	0
2	9427400	.0047763	.768	0
2	9429700	.0036432	.768	0
2	9430710	.0044999	.767	0
2	9432423	.0064226	.751	0
2	9432504	.0064154	.751	0
2	9434670	.0046317	.768	0
2	9434811	.005936	.629	0
2	9435141	.0051485	.768	0
2	9435385	.0040064	.769	0
2	9435572	.0040257	.769	0
2	9436314	.0041309	.770	0
2	9440015	.0083077	.685	0
2	9443034	.003758	.770	0
2	9445041	.0094195	.684	0
2	9445471	.0084095	.684	0
2	9445528	.0033321	.700	0
2	9445530	.0031772	.693	0
2	9446167	.008917	.685	0
2	9446205	.0079256	.644	0
2	9446348	.00953	.686	0
2	9447235	.0089158	.686	0
2	9449195	.0073024	.688	0
